name	type	units	sampling_frequency
Fp1	EEG	uV	2048
AF7	EEG	uV	2048
AF3	EEG	uV	2048
F1	EEG	uV	2048
F3	EEG	uV	2048
F5	EEG	uV	2048
F7	EEG	uV	2048
FT7	EEG	uV	2048
FC5	EEG	uV	2048
FC3	EEG	uV	2048
FC1	EEG	uV	2048
C1	EEG	uV	2048
C3	EEG	uV	2048
C5	EEG	uV	2048
T7	EEG	uV	2048
TP7	EEG	uV	2048
CP5	EEG	uV	2048
CP3	EEG	uV	2048
CP1	EEG	uV	2048
P1	EEG	uV	2048
P3	EEG	uV	2048
P5	EEG	uV	2048
P7	EEG	uV	2048
P9	EEG	uV	2048
PO7	EEG	uV	2048
PO3	EEG	uV	2048
O1	EEG	uV	2048
Iz	EEG	uV	2048
Oz	EEG	uV	2048
POz	EEG	uV	2048
Pz	EEG	uV	2048
CPz	EEG	uV	2048
Fpz	EEG	uV	2048
Fp2	EEG	uV	2048
AF8	EEG	uV	2048
AF4	EEG	uV	2048
AFz	EEG	uV	2048
Fz	EEG	uV	2048
F2	EEG	uV	2048
F4	EEG	uV	2048
F6	EEG	uV	2048
F8	EEG	uV	2048
FT8	EEG	uV	2048
FC6	EEG	uV	2048
FC4	EEG	uV	2048
FC2	EEG	uV	2048
FCz	EEG	uV	2048
Cz	EEG	uV	2048
C2	EEG	uV	2048
C4	EEG	uV	2048
C6	EEG	uV	2048
T8	EEG	uV	2048
TP8	EEG	uV	2048
CP6	EEG	uV	2048
CP4	EEG	uV	2048
CP2	EEG	uV	2048
P2	EEG	uV	2048
P4	EEG	uV	2048
P6	EEG	uV	2048
P8	EEG	uV	2048
P10	EEG	uV	2048
PO8	EEG	uV	2048
PO4	EEG	uV	2048
O2	EEG	uV	2048
Trigger	n/a	uV	2048
